original_task_id,static_decision,static_reasons,priority_score,expected_terminal_action,persona_level,num_blockers,blocker_family_tags,profile_switch_bucket,prior_calibration
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-73.0,repair_subset,Hard,4,apn|permission|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-60.0,repair_subset,None,4,apn|permission|roaming_disabled_on,target_favoring,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,wifi_calling|network_preference|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,apn|network_preference|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,permission|network_preference|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,permission|network_preference|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,permission|network_preference|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,apn|wifi_calling|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,permission|wifi_calling|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,permission|wifi_calling|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,permission|wifi_calling|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,apn|permission|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,apn|permission|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,apn|permission|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting[PERSONA:Easy],candidate,,-44.0,repair_all,Easy,4,apn|wifi_calling|network_preference,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission[PERSONA:Hard],candidate,,-47.0,repair_all,Hard,4,permission|wifi_calling|network_preference,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission[PERSONA:None],candidate,,-52.0,repair_all,None,4,permission|wifi_calling|network_preference,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_both_permissions[PERSONA:Easy],candidate,,-36.0,repair_all,Easy,4,permission|wifi_calling|network_preference,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_sms_permission[PERSONA:Hard],candidate,,-35.0,repair_all,Hard,4,apn|permission|network_preference,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],candidate,,-40.0,repair_all,None,4,apn|permission|network_preference,neutral_other,
[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions[PERSONA:Easy],candidate,,-24.0,repair_all,Easy,4,apn|permission|network_preference,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission[PERSONA:Hard],candidate,,-47.0,repair_all,Hard,4,apn|permission|wifi_calling,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],candidate,,-52.0,repair_all,None,4,apn|permission|wifi_calling,neutral_other,
[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions[PERSONA:Easy],candidate,,-36.0,repair_all,Easy,4,apn|permission|wifi_calling,neutral_other,
[mms_issue]bad_network_preference|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],candidate,,-1.0,repair_subset,Hard,4,network_preference|sim|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],candidate,,-16.0,repair_subset,None,4,wifi_calling|sim|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],candidate,,-64.0,repair_subset,Easy,4,apn|sim|data_mode|data_usage_exceeded,target_favoring,
[mms_issue]break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Hard],candidate,,-7.0,repair_subset,Hard,4,permission|sim|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],candidate,,-12.0,repair_subset,None,4,permission|sim|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],candidate,,4.0,repair_subset,Easy,4,permission|sim|data_mode|data_usage_exceeded,neutral_other,
[mms_issue]bad_network_preference|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-29.0,repair_all,Hard,4,network_preference|sim|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]bad_wifi_calling|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-44.0,repair_all,None,4,wifi_calling|sim|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-92.0,repair_all,Easy,4,apn|sim|data_mode|roaming_enabled_off,target_favoring,
[mms_issue]break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-35.0,repair_all,Hard,4,permission|sim|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-40.0,repair_all,None,4,permission|sim|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-24.0,repair_all,Easy,4,permission|sim|data_mode|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-5.0,repair_subset,Hard,4,network_preference|sim|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]bad_wifi_calling|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-20.0,repair_subset,None,4,wifi_calling|sim|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-68.0,repair_subset,Easy,4,apn|sim|data_mode|roaming_disabled_on,target_favoring,
[mms_issue]break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-11.0,repair_subset,Hard,4,permission|sim|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-16.0,repair_subset,None,4,permission|sim|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,0.0,repair_subset,Easy,4,permission|sim|data_mode|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,network_preference|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_wifi_calling|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,wifi_calling|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,apn|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,permission|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_storage_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,permission|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,permission|sim|data_mode|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_network_preference|bad_wifi_calling|data_mode_off|unseat_sim_card[PERSONA:Hard],candidate,,-41.0,repair_all,Hard,4,wifi_calling|network_preference|sim|data_mode,neutral_other,
[mms_issue]bad_network_preference|break_apn_mms_setting|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-92.0,repair_all,None,4,apn|network_preference|sim|data_mode,target_favoring,
[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Easy],candidate,,-38.0,repair_all,Easy,4,permission|network_preference|sim|data_mode,neutral_other,
[mms_issue]bad_network_preference|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:Hard],candidate,,-37.0,repair_all,Hard,4,permission|network_preference|sim|data_mode,neutral_other,
[mms_issue]bad_network_preference|break_app_both_permissions|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-24.0,repair_all,None,4,permission|network_preference|sim|data_mode,neutral_other,
[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|unseat_sim_card[PERSONA:Easy],candidate,,-104.0,repair_all,Easy,4,apn|wifi_calling|sim|data_mode,target_favoring,
[mms_issue]bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Hard],candidate,,-47.0,repair_all,Hard,4,permission|wifi_calling|sim|data_mode,neutral_other,
[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-52.0,repair_all,None,4,permission|wifi_calling|sim|data_mode,neutral_other,
[mms_issue]bad_wifi_calling|break_app_both_permissions|data_mode_off|unseat_sim_card[PERSONA:Easy],candidate,,-36.0,repair_all,Easy,4,permission|wifi_calling|sim|data_mode,neutral_other,
[mms_issue]break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card[PERSONA:Hard],candidate,,-95.0,repair_all,Hard,4,apn|permission|sim|data_mode,target_favoring,
[mms_issue]break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None],candidate,,-100.0,repair_all,None,4,apn|permission|sim|data_mode,target_favoring,
[mms_issue]break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card[PERSONA:Easy],candidate,,-84.0,repair_all,Easy,4,apn|permission|sim|data_mode,target_favoring,
[mms_issue]bad_network_preference|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-1.0,repair_subset,Hard,4,network_preference|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-16.0,repair_subset,None,4,wifi_calling|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,-64.0,repair_subset,Easy,4,apn|sim|data_usage_exceeded|roaming_enabled_off,target_favoring,
[mms_issue]break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],candidate,,-7.0,repair_subset,Hard,4,permission|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],candidate,,-12.0,repair_subset,None,4,permission|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],candidate,,4.0,repair_subset,Easy,4,permission|sim|data_usage_exceeded|roaming_enabled_off,neutral_other,
[mms_issue]bad_network_preference|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-1.0,repair_subset,Hard,4,network_preference|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-16.0,repair_subset,None,4,wifi_calling|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,-64.0,repair_subset,Easy,4,apn|sim|data_usage_exceeded|roaming_disabled_on,target_favoring,
[mms_issue]break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],candidate,,-7.0,repair_subset,Hard,4,permission|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],candidate,,-12.0,repair_subset,None,4,permission|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],candidate,,4.0,repair_subset,Easy,4,permission|sim|data_usage_exceeded|roaming_disabled_on,neutral_other,
[mms_issue]bad_network_preference|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,network_preference|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,None,4,wifi_calling|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_apn_mms_setting|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Easy,4,apn|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
[mms_issue]break_app_sms_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],static_delete,static_exclude_transfer_oracle;static_exclude_hybrid_roaming_disabled_off,1000.0,transfer,Hard,4,permission|sim|data_usage_exceeded|hybrid_roaming_disabled_off,neutral_other,
